Comment,Likes,Category
Why this song is so short !!,0,Question
"Male : Vaeynguzhalil izhaindhaayadi
En kaadhaiyae!
Menmayangi kidandhaenadi
En boadhaiyae!

Male : Vael endraruthidum vizhigal
Irandil nee thaakkinaai
Undhan maarbai irukkidum thuniyaal
Enai nee kaidhaakkinaai
Ulagae poiyadi
Kanavae meiyadi
Adhil vaazhvomaa poongoadhaiyae..hoo

Female and Chorus : തീ എൻഡ്രേരിയും കാടൊൻഡ്രിൽ
കീച്ചാ കിളികൾ ഉറവാടാ
നീണ്ടേ വിരിയും വിസബെൻഡ്രെ
തീണ്ടാ യേക്കം വിരിന്താട്

Male : Vaeynguzhalil izhaindhaayadi
En kaadhaiyae!
Menmayangi kidandhaenadi
En boadhaiyae!

Male : Thurumbena ilaithival urumaara
Virundhaaga enai parimaara


Female : കരുങ്കനി ചുവയിനിൽ ഉയിർ ഊര
തുറന്തേനേ നാണം വെരിയേറ

Male : Nee innum innum innum innum vaendumae
Ena enadhidhazh unadhudal theendumae


Female : ഏ ഉനൈ ഇടയണി എന പൂണ്ടുവേൻ
നീ ഇറങ്കിടാ
 ഇരുദയം തൂണ്ടുമേ

Male : Urangaadhaeraeno
Uyiraai maaraenoaa
Valithaangaayoo poongoadhaiyae hoo

Female and Chorus : തീ എൻഡ്രേരിയും കാടൊൻഡ്രിൽ
കീച്ചാ കിളികൾ ഉറവാടാ
നീണ്ടേ വിരിയും വിസബെൻഡ്രെ
തീണ്ടാ യേക്കം വിരിന്താട്",1,Neutral
Recent addicted,0,Neutral
I found why the song was Excellent. Reason is lyrics is Madhan Karky🥵🔥🔥,5,Positive
Sound track super❤❤❤,1,Positive
"Congratulations to the wonderful music, lyrics, design, all the best to the film crew... ❤❤❤🎉🎉🎉",0,Positive
This song requires more views. After PS songs release this is the best Tamil melody in recent times,2,Positive
"கனகவதி - ரிஷப் செட்டி லவ் பண்ணும் போது என்னடா இது🤮🤮🤮🤮 அப்படித்தான் எனக்கு தோணுச்சு 😂.
 அது மட்டுமா அந்த குடிகார ராஜா தான் கனகவதி ஓட புருஷன் என்னடா இது கனகவதி கள்ளக்காதல் இருக்காங்களான்னு கூட நினைச்சேன்.😜
 அப்புறமா தான் தெரிஞ்சது அந்த குடிகாரன் ராஜா கனகவதி ஓட அண்ணன் என்று.
 கடைசி வரைக்கும் அந்த சின்ன பொண்ணு யாருன்னு சொல்லாமலே முடிச்சிட்டானுங்க. 😢",1,Neutral
Latest adiitt,0,Neutral
Sema feeling,0,Neutral
I'm watching this daily atleast once 😅,2,Neutral
Fav song❤❤❤❤❤❤,0,Neutral
அப்பனா பத்தி தான் சொல்லுத என்னன்னு தெரியல ஆன என்னமோ சொல்லுது இந்த பாட்டு மறக்க முடியாத நினைவுகளை கொடுத்திருக்கு நிறைய மக்களுக்கு,0,Neutral
Seme voice❤❤,1,Neutral
இந்தப் பாட்ட கேட்கும் போது உள்ளுக்குள்ள ஏதோ ஒன்னு தோணுது பா😊😊😊 வேற மாதிரி இருக்கு,1,Neutral
Super song ❤,0,Positive
"That music,Tamil lyrics evening in wonderful this song is marvelous....✨💗🌸☺️",0,Positive
"வேலென்றறுத்திடும் விழிகள் இரண்டில் நீ தாக்கினாய்!
உந்தன் மார்பை இருக்கிடும் துணியால் எனை நீ கைதாக்கினாய்!
உலகே பொய்யடி!
கனவே மெய்யடி!
அதில் வாழ்வோமா பூங்கோதையே....❤️ 
Now a days, it's rare to see these type of lyrics even in tamil songs also, but karky had made the most beautiful lyrics in a dubbed song!✨",8,Positive
Amazing song 🎉❤,0,Positive
0:16 BGM ❤Vera level,0,Positive
Absolutely all hail to the Kannada Movie Industry. But you need to hear this song in Tamil. The lyrics and voices match beyond perfect.,15,Positive
Ahhh ahhh❤❤❤❤,0,Neutral
Wow🎉❤❤🎉,0,Neutral
😢,0,Neutral
Indha song na en ammakku deket pandren ❤❤❤❤❤❤❤❤ download video pottukku thanks,0,Neutral
1:25 2:37,0,Neutral
Song ❤,0,Neutral
இது போன்று படம் பார்த்து இல்லை இது போல் படம் இது மாதிரி யாரலும் இனிமேல் எடுக்க முடியாது. நன்றி சார்,1,Neutral
Very super song,0,Positive
❤❤❤❤❤,0,Neutral
Melt melt melt ❤,1,Neutral
Ava than da periya velaya pathutu poita 😂😂,0,Neutral
Earworm,0,Neutral
💯 watched,1,Neutral
Negative lady villan of this movie kantara chapter 1 but God winning climax thank you,0,Neutral
😢😢😢😢😢😢😢😢😢😢😢,0,Neutral
Good god movie of Indian cinema forever world of cinema,0,Positive
Such a lovable song,0,Neutral
Tamil and Malayalam version hits 🎧🎼💯Different feel from my heart 😍🥰❤‍🩹,0,Neutral
ena kaapathunga ingaiye than irukan 😢😢😢,1,Neutral
KS Harishankar ❤🎤❤️👌👌,1,Neutral
Addict the song ❤,0,Neutral
❤❤❤,0,Neutral
Recent addicted this song,3,Neutral
How many times to hear no boring🎉🎉🎉🎉 10 tens a day❤❤❤,3,Question
Iam addicted ❤❤❤❤❤❤,2,Neutral
Song watch every day  bgm😊,0,Neutral
பிறந்தநாள் வாழ்த்துக்கள் மலையாள கிறித்தவ திருமகன் . செபாஸ்டின் சைமன் அவர்களே!,0,Neutral
Wow this is song is getting  favourite ❤🎉,0,Neutral
Mani Kandan dubbing is ❤awesome ❤,0,Positive
Soo good,0,Positive
❤favv song✨,0,Neutral
கடைசியாக ஹீரோயின்  வில்லியானு பாக்கும்போது கஷ்டமாக இருந்தது😢,1,Neutral
❤️‍🔥❤️‍🔥❤️‍🔥😇,1,Neutral
Same tune the first and second part of two songs.i feel it,1,Neutral
1:26,1,Neutral
So nice love feeling 💕😍,0,Positive
Voice of chinmayii ❤,4,Neutral
Sema song,0,Neutral
Best movie + songs year 2025,0,Positive
Loop mode is on 😌💎,1,Neutral
Indian cinema 🎥 😍,0,Neutral
Nice song❤,1,Positive
0.43 - 0.46 Is that Calling bell sound? am i the only one hearing this? 😅,2,Question
❤,0,Neutral
Music hit my mind 😇 lyrics hit my heart ❤️ kantara hit wordwide 🎉❤....🙏🙏🙏,1,Neutral
"Fantastic song like singara siriye, Ajaneesh is something else man",3,Positive
loop mode 3 days ❤❤❤🎉🎉,1,Neutral
Oru mathi mind la odditu eruku nice song 😊😊😊🫠🫠🫠,6,Positive
Tamil la awesome ha irukku ❤male voice melting me 😌,17,Positive
one of my favourite lovable song and the portion of thurumbenay illaithu ival illaipara awesome part of this  whole song😇🥰😍❣,0,Positive
24/7 on loop❤,3,Neutral
Next time please change the heroine..she looks like old lady,1,Suggestion
Theatre experience is awesome😊,1,Positive
I love this song ❤😍,1,Neutral
❤,0,Neutral
❤❤❤❤❤❤❤❤❤❤❤❤❤,1,Neutral
எனக்கு மிகவும் பிடித்த பாடல்  படம் இது தான்❤❤❤❤❤,1,Neutral
❤,1,Neutral
"Whole song

Those who don't know - 😍🥰😘
Those who know - 💀☠️👹",2,Neutral
Male voise yaru solla mutiyuma,1,Neutral
"வேங்குழலில் இழைந்தாயடி என் காதையே 
மென் மயங்கி கிடந்தேனடி என் போதையே 
வேலென்றருத்திடும் விழிகள் 
இரண்டில் நீ தாக்கினாய்
உந்தன் மார்பை இறுக்கிடும் துணியால் 
என்னை நீ கைதாக்கினாய்
உலகே பொய்யடி, கனவே மெய்யடி 
அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....
தீயின்றெரியும் காடொன்றில், 
கீச்சா கிளிகள் உறவாட 
நீண்டே விடியும் விசும்பென்றே  
தீண்டா ஏக்கம் விரிந்தாட
வேங்குழலில் இழைந்தாயடி என் காதையே.. 
மென் மயங்கி கிடந்தேனடி என் போதையே...
துரும்பென இளைத்திவள் உருமாற 
விருந்தாக எனை பரிமாற 
கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே
உன இடை அணியெத பூண்டுமே 
நீ இறங்கிட இருதயம் தூண்டுமே
இறங்காதேறேனோ உயிராய் மாறேனோ 
வலி தாங்காயோ பூங்கோதையே! ஹோ.....
தீயின்றெரியும் காடொன்றில், 
கீச்சா கிளிகள் உறவாட 
நீண்டே விடியும் விசும்பென்றே
தீண்டா ஏக்கம் விரிந்தாட
வேலென்றருத்திடும் விழிகள் 
இரண்டில் நீ தாக்கினாய்
உந்தன் மார்பை இறுக்கிடும் துணியால் 
என்னை நீ கைதாக்கினாய்
உலகே பொய்யடி, கனவே மெய்யடி 
அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....
சினிமா ரசிகர்களுக்கு நாளை செம ட்ரீட் தான்..",1,Neutral
I like this song very much,1,Neutral
Matha languages la  indha song keta but nama tamil la indha song keka song honey la dip paninadhu pola ituku ❤,2,Neutral
❤❤❤,1,Neutral
சூப்பர் song My favourite lovely song ❤❤❤❤❤❤❤❤,2,Neutral
"இது போன்ற படமும் , பாடல்களும் அதன் வரிகளும் தமிழ் சினிமாவில் காணல் நீராகி போனதே...😢",187,Neutral
❤,0,Neutral
Watched four times so far in a theatre near my house! ❤️ Kantara 😊,2,Neutral
"🙋‍♂️யாரும் இல்லை 2026..?? 
🔥🔥
இந்த பாடல் எனக்கு மிகவும் பிடிக்கும் ❤️❤️",1,Question
0:16 music 🫠💗✨,1,Neutral
"No much hype , no travel for promotion, no major stars from other industry  for regional reach, no big name actors. Only Pure visual, bgm , song and content❤",2,Neutral
1.46 to 1.53 voice 🫠🫠,0,Neutral
Both Malayalam and Tamil 😭❤️‍🩹,0,Neutral
"Lovely 🌹😍🎉❤️💝💕🩷💟🥳 i can't explain in a word 
The BGM ❤❤❤❤❤❤❤",0,Neutral
Tamil Version hits different ❤️,4,Neutral
Great Musician❤,1,Positive
0:15 apdiye .....🤯😩😫😵😵‍💫😇,0,Neutral
Oru alaya ava kalaya ava 😂😂 intha paata keluga da,0,Neutral
Super heart touch ❤song and my ringtone addict song melt voice one❤❤❤🎉🎉🎉🎉,0,Positive
Vera level songs varigal vera level ❤❤❤,0,Positive
Rishep shetty 🧲Manikandan voice 🤯 🔥🔥,1,Neutral
Music+male voice ❤,1,Neutral
Beautiful song ❤❤❤❤❤,0,Positive
Beautiful meaningful lines in Tamil after PS😍❤ Composition and voice 😍❤️❤️❤️lovely... captivating ..both visual and listening ❤❤❤loved it😍❤️,2,Positive
"தீம் தனன தீம், தீம் தனன தீம்

ததரி தரி தநி 

ததரி ததரி ததரி தா.....

வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 


கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ",1,Neutral
❤😍💥,0,Neutral
A visually appealing piece of work but tbh this script is a total piece of crap 💩 no disrespect to people who believe in this peculiar god in I suppose....,0,Neutral
"Masterpiece delivered from the kannada industry to the tamil audience ❤
it's sad that recent times can't hear such songs in Tamil movies",4,Suggestion
Recent addiction.. ❤,0,Neutral
"mesmerizing voice, music, lyrics and visuals",1,Neutral
Coll song❤😮😊🫠🫠🎉,0,Neutral
Last la dhan twist!😊,0,Neutral
I bet this song is going to go viral with anyone having a bike ! Awesome !!!,2,Positive
I am very addictive to this song,2,Neutral
Madhan karki❤,1,Neutral
அந்த இதய துடிப்பு ...wow! In the library Maestros provides personal time for us,1,Neutral
❤❤❤❤❤❤❤❤❤❤❤,0,Neutral
Really awesome❤❤❤,1,Positive
"Use lyricists like this. Nowadays they only wrote just a hero elevation song, written like what their fans need. Cinema always needs poetic songs like this. Just giving songs which are trending in insta before release of the film is needed to stop. Strong lyrics and music hold the songs.",0,Neutral
This year 2times of watch in theatre this flim🎉🎉❤,0,Neutral
Subscribed🎉,0,Neutral
2.11 is magic potion ❤❤,0,Neutral
❤❤❤ 0:29,2,Neutral
Tamil audience 🙋,2,Neutral
Addict this song,0,Neutral
Lyrics tamil la potruntha nalla irukum,0,Positive
Indha song oru madhiri pannidhu mandaikulla...idhella innum konjam naal la ennala keka mudiyathu nu nenaikumbodhu dha kastama irukku.....indha movie la vara mathiri ennaiyum oru ponnu yemathita.....avalachum nalla irukkattum.,0,Neutral
Super sang,1,Positive
Bgm vera level❤,0,Positive
❤❤❤❤❤❤,0,Neutral
It remains கண்ணீரே கண்ணீரே song from uyire,0,Neutral
1:26  portion ✨💫,1,Neutral
Adiboli song,0,Neutral
Theatre la intha song paakum pothu chumma apdi irunthuchi ❤kitta thatta addict aagiten intha song ku😍😘❤️🥰💓💕♥️,1,Neutral
Dedicate this song for my future girl ❤,0,Neutral
"Madhan karky sir you nailed it, this is one of your best...",18,Positive
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,Neutral
Chinmayi made this dozen times better than kannada version....,3,Neutral
2:48 the walk though🤌😍,4,Neutral
Chinmayi🎉🎉,2,Neutral
Karky - ன் கைவண்ணம்❤ (Lyrics)🔥🔥🔥,23,Neutral
Listening for past 10days so good😊😊,7,Positive
those who experienced this song in a good sounded theater🤯💖💘😭,2,Positive
Pa enna song 🎵 ❤❤,1,Neutral
last stanza is missing in this version but in theaters the last stanza came check the lyrics they gave,0,Neutral
Magical songs ❤❤,0,Neutral
My recent addiction ❤ lovely that song and kanagavathi,0,Neutral
0:20 amazing,0,Positive
Theaterla kettapo ennaiya  thoalachi nane rasicha  song ithu.❤❤❤❤❤❤❤,1,Neutral
2:11 ❤️,0,Neutral
Beautiful song❤❤❤❤❤,0,Positive
"தீம் தனன தீம், தீம் தனன தீம்

தீம் தனன தீம், தீம் தனன தீம்

ததரி தரி தநி 

ததரி ததரி ததரி தா.....

வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 


கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....",0,Neutral
Avalum ❤️✨💙 Nanum,0,Neutral
Loop songs I'm melting 💙💙💙💙😻🫠,2,Neutral
மிகவும் அற்புதமான பாடல் தினந்தோறும் 10 முறையாவது கேட்டு விடுவேன் இசையும் பாடல் வரிகளும் அற்புதம்,1,Neutral
"2 : 42, 2 : 46 she looks dashing",0,Neutral
Nice song,1,Positive
2.14 ayyayo ennaya ipdi iruku,1,Neutral
Melody o melody ❤❤❤,1,Neutral
தியேட்டர் experience amazing🎉,1,Positive
I am bengali I love this song  ❤,0,Neutral
So very nice,0,Positive
Lyrics Engineer MADAN KARKY MASS❤❤❤,6,Positive
❤,0,Neutral
மீண்டும் பார்க்க தூண்டும் படம்,1,Neutral
"Listened all the versions, but tamil version is just awesome ❤",9,Positive
Fantastic song ❤❤❤❤,0,Positive
2:46 💀IYKYK,1,Neutral
அருமையான பாடல் வரிகள் அருமை வசனம் எழுதினார் 🎉❤,1,Neutral
From every language Tamil❤❤❤,0,Neutral
🥲😮‍💨,0,Neutral
1:42  bass boosted 💥💥,7,Neutral
This bgm❤❤❤❤❤❤❤❤❤❤,0,Neutral
"தீம் தனன தீம், தீம் தனன தீம்

தீம் தனன தீம், தீம் தனன தீம்

ததரி தரி தநி 

ததரி ததரி ததரி தா.....

வேங்குழலில் இழைந்தாயடி என் காதையே 

மென் மயங்கி கிடந்தேனடி என் போதையே 

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே  

தீண்டா ஏக்கம் விரிந்தாட

வேங்குழலில் இழைந்தாயடி என் காதையே.. 

மென் மயங்கி கிடந்தேனடி என் போதையே...

துரும்பென இளைத்திவள் உருமாற 

விருந்தாக எனை பரிமாற 


கருங்கனி சுவை இதில் உயிர் ஊர 

துறந்தேனே நானும் வெறியேர

நீ இன்னும் இன்னும் இன்னும் வேண்டுமே 

என எனதிதழ் உனதுடல் தீண்டுமே

 

உன இடை அணியெத பூண்டுமே 

நீ இறங்கிட இருதயம் தூண்டுமே

இறங்காதேறேனோ உயிராய் மாறேனோ 

வலி தாங்காயோ பூங்கோதையே! ஹோ.....

தீயின்றெரியும் காடொன்றில், 

கீச்சா கிளிகள் உறவாட 

நீண்டே விடியும் விசும்பென்றே

தீண்டா ஏக்கம் விரிந்தாட

வேலென்றருத்திடும் விழிகள் 

இரண்டில் நீ தாக்கினாய்

உந்தன் மார்பை இறுக்கிடும் துணியால் 

என்னை நீ கைதாக்கினாய்

உலகே பொய்யடி, கனவே மெய்யடி 

அதில் வாழ்வோமே பூங்கோதையே! ஹோ.....",0,Neutral
1:26 her face while turning around 😂,1,Neutral
Rukmini classical dance awesome 🎉🎉😊,0,Positive
❤❤❤❤❤❤❤,0,Neutral
❤💖💘💝❣️💕💕💞,0,Neutral
அருமையான  பாடல்.மீண்டும் மீண்டும் கேட்க  தூண் டுகிறது,0,Neutral
💗👸😩,0,Neutral
Suiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,0,Neutral
Enna voice ...melting....🎉,0,Question
"0:39 what a voice and lyrics!❤❤❤
Added in to my favourite playlist.",10,Neutral
"Rishab, Rukmani
BGM
Singers Harishankar and Chinmayi... Very Nice
Lighting
Cinematography
Art...
😍",1,Positive
Waiting to watch this song here.....it was such a beautiful experience in theatre!!!!!❤❤❤❤ Loving it,0,Positive
❤❤,0,Neutral
Bro literally taught us focus on goals not holes😂 if he was completely seduced ending would have been different,4,Neutral
Recent fav addict song 😊😊❤❤,4,Neutral
மூனு நாளா மனப்பாடம் பண்றேன் ஸ்கூல்ல  இப்படி இல்ல,1,Neutral
நீ இன்னும் இன்னும் இன்னும் இன்னும் வேண்டுமே ..... என எனதிதழ் உனதுடல் தீண்டுமே... what a lyric 👏 2:11  ❤❤🥰😇😇,8,Neutral
"Thanks for this, finally❤",0,Neutral
Mehabooba song mathiri thirumba thirumba ketta song,3,Neutral
அருமையான பாடல்.கேட்டுக்கொண்டே இருக்க தோணும்,0,Neutral
Vera level song😍,0,Positive
0.9x slow la vachu kelunga... Really melting  💞💓💓,1,Neutral
Indha song ah innum Konjam slow ah vachurkalam... My ever fav song.. Also my ringtone ❤❤❤,1,Neutral
Mesmerizing ❤️‍🔥,0,Neutral
Pls upload karma sad song also in tamil,0,Neutral
Chinmayi ❤,2,Neutral
Favorite song 💥❤vera level anu,0,Positive
Rukmini Vasanth walk at 2:47 is so beautiful 😻. I love her. She is really very pretty 😍,1,Positive
tamil and malayalam.......💎,1,Neutral
"Who are really appreciate this mind blowing voice ....
Share the feel",0,Question
Ajalesh Loknath...You deserve better place in Indian cinema industry🎉❤🔥,1,Neutral
Melodious Queen Chinmayi ❤,5,Neutral
Maarbai irukkum thuniyal enai kaithakinai 👌🏻👌🏻👌🏻,0,Neutral
Malayalam lyrics poli😍😍😍,0,Neutral
0:05 இப்ப கூட கேட்கும் போது போய் எதாவது தியேட்டர் available film இருக்கானு பாக்கரன்..5 தடவை பார்க்க,0,Neutral
2:39 டேய் யப்பா பாடனது யாருயா.. இசை யாரு... எத்தனை தடவையா கேட்கரது.. இந்த பாடலும் கர்மா பாடலும்.. நான் கேட்பன்யா போங்கயா.. எத்தனை தடவனாலும்.. இந்த பட பாடல்கள் கேட்டால் வேறு எதோ உலகத்துக்குல போற மாதிரி இருக்கு..என்னா மூலிகைடா 😂,0,Neutral
என் வாழ்க்கையில தியேட்டர்ல நான்கு முறை பார்த்த ஒரே படம் இது..இந்த பட பாடல் கேட்கும் போது எல்லாம் திரும்பவும் தியேட்டர் போய் பார்க்கனு தோனுது ❤❤❤❤ தீபாவளி எத்தனை படம் வந்தும் இதற்கு போட்டியில்லை,1,Neutral
❤❤❤❤❤❤ wonderful music and lyrics ..,0,Positive
😇♥️♥️,0,Neutral
0:58 உந்தன் மார்பை இறுக்கிடும் துணியால் என்னை கைதாக்கினாய் - இந்த வரி எழுதிட்டு costume design பண்ணிங்களா இல்லை costume design பண்ணிட்டு பாடல் எழுதினீங்களா இந்த பாட்ட தியேட்டர் ல கேட்டும் போது i melted,197,Neutral
4.36 sivanukku aarathi kanbikkum katchiyil udal oru murai silirthu adangiyathu. Padathin pala idangalil  udal silirpathai unara mudinthathu. Enna oru thirai padam. Kadinamana ulaippu. Paratta vaarthai illai. Tamil cinimavai ninaithaal vetkamaga ullathu,1,Neutral
Wow what a song,0,Neutral
But its malayalam version ohh seen🥹❤️,0,Neutral
❤,0,Neutral
Heyy intha song romba nalla iruku oahh,0,Positive
❤️🔥😍,0,Neutral
I love this song ❤❤,0,Neutral
😩😩😩😩😩🥹🥹🥹🥹🥹😌😌😌,0,Neutral
❤,0,Neutral
Pov : theatre experience in this song 🎧😍💥🤌🏻,0,Neutral
Best music by ajaneesh. So different ❤❤,0,Positive
❤❤❤,0,Neutral
❤,1,Neutral
Rukku ❤️❤️❤️,0,Neutral
Since I watched this movie at the theatre. It never stopped running in my mind .❤❤ Violin tune was just awesome.,0,Positive
"ஆனா நான் கணிச்சு  விட்டேன் அந்த நகம் வெட்டும் போதும் முடியை வெட்டும் போதும் இந்த அம்மா ஏதோ சூழ்ச்சி பண்ண போது அப்படின்னு 😢😢😢
 அதுபோக அந்த கடைசி வசனம்....  
 வெளிச்சமா இருக்குன்னு மின்மினி பின்னாடி போயிடாதீங்க தொலைஞ்சு போயிடுவீங்க 💯💯💯🙌👍👍👍 தெளிவினும் தெளிவு hero🙏🙏🙏",7,Neutral
உலகே பொய்யடி....கனவே மெய்யடி....அதில் வாழ்வோமா பூங்கோதையே❤❤❤❤,172,Neutral
இந்தப் பாடலின் தமிழாசிரியர் யார் என்று கூறவும்....,0,Neutral
Successful ah Dilwali Evening show paarthachu awesome movie,0,Positive
1:22❤,0,Neutral
Rukku ❤❤😘😘,0,Neutral
❤❤❤❤❤❤,0,Neutral
Ponugala nambadinga guys,0,Negative
Crazy love song https://youtu.be/3P2eF3snaRo?si=NALrTRdUNoYXlNYF,0,Neutral
This bgm melding our heart 💥,0,Neutral
Everyone's favourite song of me ❤❤❤😂,1,Neutral
இந்த பாடலை அனிருத் கண்ணில் படும் வரை ஷேர் செய்யவும்,21,Neutral
Recently addicted to this song❤,0,Neutral
1:26 and 2:40 that girl voice is like heaven in theater 😇,0,Neutral
0:05 those who watched movie 🌚🌚🌚,0,Neutral
Nice song❤❤❤❤❤❤,0,Positive
Recently addict this song,0,Neutral
Literally stunning expressions. Rukmini you beauty 😍😍,3,Neutral
Melting voice kantara fav movie both chapter songs all songs good,0,Positive
Recent addiction,0,Neutral
Dubbed songs X Madhan karky lyrics 🐉🔥,0,Neutral
Male voice wow❤❤❤,0,Neutral
இந்த பாடல் வரிகள் கேட்டால் கல்லும் காமமுறும்,0,Neutral
Nice song .lyrics. Singers🎉 ❤❤..🎉🎉🎉.,0,Positive
Today watch... 👀.. 😍↕️,0,Neutral
Full hindi movie please dabbed ❤❤❤,0,Neutral
What a song uffff😮👀🎀 use headphones 🥂,1,Question
"1:26 -1:40 
Juzt wow ❣️🎶
Visual treats to eyes as well as ears 💓",1,Neutral
❤,0,Neutral
"❤💔😢 Theatre la Rukmini death tha feal panna pavam yaah.
☠️ 😢💔
*Rukmini yaah serai la pootu irukalam.
Illa na kantara alugaah Aadi maiii yaah vachi irukalam 💔💔",0,Neutral
Awesome lyrics awesome music song super 😍,0,Positive
1:25 fav ❤😊,0,Neutral
This song is just a breath of fresh air ❤❤❤,0,Neutral
ನಾನೂ ಶಿವಣ್ಣನ ಅಭಿಮಾನಿ ಆದ್ರೆ!!! ಕಮ್ಯುನಿಸ್ಟ್ ಪಕ್ಷ ಹೇಗೂ ಕಾಂಗ್ರೆಸ್ ಪಕ್ಷದ ಅಭ್ಯರ್ಥಿಗಳ ಕಥೆಗಳು ಇರುವ ಈ ಚಿತ್ರ ನಾನು ನೋಡlla! ✍🏻,0,Neutral
3:06 movie twist,27,Neutral
Every local temple must implement mandatory Gita classes on Sundays to instill moral and ethical values in students and upcoming generation,1,Neutral
"அருமையான பாடல் ,ஆனால் இப்படத்தில் பெருமாளை (ராமன்,கோதை, ஆண்டவர் பக்தர்களை) தீயதாக வர்ணிக்க பட்டதை என்னி நான் வருந்துகிறேன்..😢",0,Neutral
Theatre Experience gives a different vibe 💥🥺💕,7,Neutral
Nice song in tamil,4,Positive
Become my fav on the 1st lyrics and music,1,Neutral
❤,0,Neutral
After the intermission the real villain 😂😂,0,Neutral
இந்த வரிகளை வர்ணித்து இருக்கிறார்கள் வரிகளால் வர்ணிப்பது வேறு வரிகளையே வர்ணித்து அதில் இசை வைரமாய் குரல் மகுடமாய்....மொத்தத்தில் மயக்கம் வரிகள் இசை பாடியவர்கள் என அனைவருக்கும் தலை வணங்குகிறேன்🙏,3,Neutral
I'm madly addicted to this song❤❤❤❤,0,Neutral
